Actividad económica,cod_municipio,cod_provincia,geocode,municipio,num_casos,Periodo,provincia,Sexo
Construcción,38004,38,20220101_38004_D01_S001,Arafo,50,2022,Santa Cruz de Tenerife,Hombres
Construcción,38004,38,20220101_38004_D01_S002,Arafo,5,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38004,38,20220101_38004_D01_S002,Arafo,42,2022,Santa Cruz de Tenerife,Hombres
Construcción,38004,38,20220101_38004_D01_S003,Arafo,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38004,38,20220101_38004_D01_S003,Arafo,49,2022,Santa Cruz de Tenerife,Hombres
Construcción,38004,38,20230101_38004_D01_S001,Arafo,5,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38004,38,20230101_38004_D01_S001,Arafo,45,2023,Santa Cruz de Tenerife,Hombres
Construcción,38004,38,20230101_38004_D01_S002,Arafo,4,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38004,38,20230101_38004_D01_S002,Arafo,51,2023,Santa Cruz de Tenerife,Hombres
Construcción,38004,38,20230101_38004_D01_S003,Arafo,2,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38004,38,20230101_38004_D01_S003,Arafo,55,2023,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20210101_38005_D01_S001,Arico,0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20210101_38005_D01_S001,Arico,20,2021,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20210101_38005_D01_S002,Arico,1,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20210101_38005_D01_S002,Arico,10,2021,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20210101_38005_D01_S003,Arico,3,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20210101_38005_D01_S003,Arico,28,2021,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20210101_38005_D01_S004,Arico,15,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20210101_38005_D01_S004,Arico,54,2021,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20210101_38005_D01_S005,Arico,6,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20210101_38005_D01_S005,Arico,74,2021,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20210101_38005_D01_S006,Arico,1,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20210101_38005_D01_S006,Arico,13,2021,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20220101_38005_D01_S001,Arico,0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20220101_38005_D01_S001,Arico,20,2022,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20220101_38005_D01_S002,Arico,4,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20220101_38005_D01_S002,Arico,10,2022,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20220101_38005_D01_S003,Arico,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20220101_38005_D01_S003,Arico,33,2022,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20220101_38005_D01_S004,Arico,16,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20220101_38005_D01_S004,Arico,64,2022,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20220101_38005_D01_S005,Arico,4,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20220101_38005_D01_S005,Arico,82,2022,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20220101_38005_D01_S006,Arico,1,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20220101_38005_D01_S006,Arico,14,2022,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20230101_38005_D01_S001,Arico,0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20230101_38005_D01_S001,Arico,20,2023,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20230101_38005_D01_S002,Arico,2,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20230101_38005_D01_S002,Arico,12,2023,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20230101_38005_D01_S003,Arico,3,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20230101_38005_D01_S003,Arico,36,2023,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20230101_38005_D01_S004,Arico,17,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20230101_38005_D01_S004,Arico,67,2023,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20230101_38005_D01_S005,Arico,4,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20230101_38005_D01_S005,Arico,88,2023,Santa Cruz de Tenerife,Hombres
Construcción,38005,38,20230101_38005_D01_S006,Arico,1,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38005,38,20230101_38005_D01_S006,Arico,15,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S001,Arona,5,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S001,Arona,31,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S002,Arona,2,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S002,Arona,38,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S003,Arona,8,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S003,Arona,76,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S004,Arona,5,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S004,Arona,64,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S005,Arona,4,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S005,Arona,30,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S006,Arona,6,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S006,Arona,14,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S007,Arona,3,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S007,Arona,45,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S008,Arona,6,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S008,Arona,31,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S009,Arona,4,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S009,Arona,58,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S010,Arona,6,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S010,Arona,53,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S011,Arona,7,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S011,Arona,32,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S012,Arona,1,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S012,Arona,22,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S013,Arona,4,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S013,Arona,62,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S014,Arona,4,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S014,Arona,21,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S015,Arona,7,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S015,Arona,15,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S016,Arona,7,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S016,Arona,84,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S017,Arona,1,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S017,Arona,8,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S018,Arona,11,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S018,Arona,71,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S019,Arona,4,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S019,Arona,13,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S020,Arona,8,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S020,Arona,35,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S021,Arona,5,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S021,Arona,50,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S022,Arona,8,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S022,Arona,49,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S023,Arona,7,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S023,Arona,50,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S024,Arona,4,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S024,Arona,60,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S025,Arona,1,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S025,Arona,34,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S026,Arona,11,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S026,Arona,54,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S027,Arona,8,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S027,Arona,59,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S028,Arona,3,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S028,Arona,43,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S029,Arona,0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S029,Arona,30,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S030,Arona,1,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S030,Arona,52,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S031,Arona,5,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S031,Arona,55,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S032,Arona,4,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S032,Arona,48,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S033,Arona,11,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S033,Arona,44,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20210101_38006_D01_S034,Arona,2,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20210101_38006_D01_S034,Arona,32,2021,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S001,Arona,5,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S001,Arona,28,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S002,Arona,2,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S002,Arona,44,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S003,Arona,9,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S003,Arona,78,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S004,Arona,6,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S004,Arona,67,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S005,Arona,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S005,Arona,28,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S006,Arona,5,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S006,Arona,21,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S007,Arona,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S007,Arona,42,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S008,Arona,5,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S008,Arona,34,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S009,Arona,7,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S009,Arona,63,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S010,Arona,5,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S010,Arona,56,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S011,Arona,7,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S011,Arona,38,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S012,Arona,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S012,Arona,34,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S013,Arona,2,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S013,Arona,67,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S014,Arona,4,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S014,Arona,27,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S015,Arona,10,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S015,Arona,16,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S016,Arona,8,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S016,Arona,95,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S017,Arona,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S017,Arona,12,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S018,Arona,13,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S018,Arona,70,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S019,Arona,5,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S019,Arona,14,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S020,Arona,6,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S020,Arona,37,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S021,Arona,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S021,Arona,69,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S022,Arona,7,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S022,Arona,71,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S023,Arona,9,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S023,Arona,49,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S024,Arona,5,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S024,Arona,60,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S025,Arona,4,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S025,Arona,39,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S026,Arona,11,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S026,Arona,53,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S027,Arona,7,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S027,Arona,62,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S028,Arona,2,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S028,Arona,58,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S029,Arona,1,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S029,Arona,30,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S030,Arona,0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S030,Arona,64,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S031,Arona,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S031,Arona,53,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S032,Arona,6,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S032,Arona,56,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S033,Arona,13,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S033,Arona,43,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20220101_38006_D01_S034,Arona,3,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20220101_38006_D01_S034,Arona,33,2022,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S001,Arona,5,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S001,Arona,28,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S002,Arona,4,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S002,Arona,45,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S003,Arona,9,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S003,Arona,89,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S004,Arona,7,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S004,Arona,77,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S005,Arona,1,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S005,Arona,29,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S006,Arona,6,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S006,Arona,20,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S007,Arona,3,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S007,Arona,46,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S008,Arona,4,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S008,Arona,48,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S009,Arona,6,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S009,Arona,76,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S010,Arona,5,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S010,Arona,53,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S011,Arona,6,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S011,Arona,40,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S012,Arona,2,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S012,Arona,39,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S013,Arona,3,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S013,Arona,73,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S014,Arona,7,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S014,Arona,31,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S015,Arona,8,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S015,Arona,21,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S016,Arona,6,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S016,Arona,108,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S017,Arona,4,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S017,Arona,11,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S018,Arona,13,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S018,Arona,63,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S019,Arona,3,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S019,Arona,19,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S020,Arona,5,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S020,Arona,43,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S021,Arona,5,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S021,Arona,61,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S022,Arona,7,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S022,Arona,67,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S023,Arona,10,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S023,Arona,51,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S024,Arona,5,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S024,Arona,59,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S025,Arona,4,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S025,Arona,42,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S026,Arona,10,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S026,Arona,51,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S027,Arona,10,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S027,Arona,68,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S028,Arona,3,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S028,Arona,61,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S029,Arona,2,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S029,Arona,42,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S030,Arona,2,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S030,Arona,64,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S031,Arona,4,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S031,Arona,61,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S032,Arona,6,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S032,Arona,67,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S033,Arona,16,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S033,Arona,46,2023,Santa Cruz de Tenerife,Hombres
Construcción,38006,38,20230101_38006_D01_S034,Arona,4,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38006,38,20230101_38006_D01_S034,Arona,41,2023,Santa Cruz de Tenerife,Hombres
Construcción,38007,38,20210101_38007_D01_S001,Barlovento,4,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38007,38,20210101_38007_D01_S001,Barlovento,38,2021,Santa Cruz de Tenerife,Hombres
Construcción,38007,38,20210101_38007_D01_S002,Barlovento,5,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38007,38,20210101_38007_D01_S002,Barlovento,24,2021,Santa Cruz de Tenerife,Hombres
Construcción,38007,38,20220101_38007_D01_S001,Barlovento,5,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38007,38,20220101_38007_D01_S001,Barlovento,41,2022,Santa Cruz de Tenerife,Hombres
Construcción,38007,38,20220101_38007_D01_S002,Barlovento,4,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38007,38,20220101_38007_D01_S002,Barlovento,27,2022,Santa Cruz de Tenerife,Hombres
Construcción,38007,38,20230101_38007_D01_S001,Barlovento,8,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38007,38,20230101_38007_D01_S001,Barlovento,76,2023,Santa Cruz de Tenerife,Hombres
Construcción,38007,38,20230101_38007_D01_S002,Barlovento,,2023,Santa Cruz de Tenerife,Hombres
Construcción,38007,38,20230101_38007_D01_S002,Barlovento,,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38008,38,20210101_38008_D01_S001,Breña Alta,0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38008,38,20210101_38008_D01_S001,Breña Alta,33,2021,Santa Cruz de Tenerife,Hombres
Construcción,38008,38,20210101_38008_D01_S002,Breña Alta,11,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38008,38,20210101_38008_D01_S002,Breña Alta,74,2021,Santa Cruz de Tenerife,Hombres
Construcción,38008,38,20210101_38008_D01_S003,Breña Alta,5,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38008,38,20210101_38008_D01_S003,Breña Alta,63,2021,Santa Cruz de Tenerife,Hombres
