año,distrito,MEDIDAS_CODE,MEDIDAS#es,municipio,OBS_VALUE,seccion,TERRITORIO_CODE
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Los Realejos,"9,8",001,20220101_38031_D04_S001
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Mogán,"10,4",002,20220101_35012_D04_S002
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Mogán,"14,4",003,20220101_35012_D04_S003
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Mogán,"15,5",001,20220101_35012_D04_S001
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Pájara,"12,9",006,20220101_35015_D04_S006
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Pájara,"14,6",001,20220101_35015_D04_S001
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Pájara,"16,3",003,20220101_35015_D04_S003
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Pájara,"16,5",002,20220101_35015_D04_S002
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Pájara,"16,9",004,20220101_35015_D04_S004
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Pájara,19,005,20220101_35015_D04_S005
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Puerto de La Cruz,"10,1",002,20220101_38028_D04_S002
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Puerto de La Cruz,"10,6",005,20220101_38028_D04_S005
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Puerto de La Cruz,"6,3",004,20220101_38028_D04_S004
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Puerto de La Cruz,"6,7",001,20220101_38028_D04_S001
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Puerto de La Cruz,"8,7",003,20220101_38028_D04_S003
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Bartolomé de Tirajana,"10,1",004,20220101_35019_D04_S004
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Bartolomé de Tirajana,"12,6",002,20220101_35019_D04_S002
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Bartolomé de Tirajana,"12,6",006,20220101_35019_D04_S006
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Bartolomé de Tirajana,13,001,20220101_35019_D04_S001
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Bartolomé de Tirajana,"13,3",003,20220101_35019_D04_S003
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Bartolomé de Tirajana,"9,8",005,20220101_35019_D04_S005
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Cristóbal de La Laguna,"2,5",005,20220101_38023_D04_S005
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Cristóbal de La Laguna,"2,8",007,20220101_38023_D04_S007
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Cristóbal de La Laguna,"3,9",003,20220101_38023_D04_S003
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Cristóbal de La Laguna,4,006,20220101_38023_D04_S006
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Cristóbal de La Laguna,"4,1",002,20220101_38023_D04_S002
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Cristóbal de La Laguna,"4,2",004,20220101_38023_D04_S004
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, San Cristóbal de La Laguna,"4,5",001,20220101_38023_D04_S001
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Brígida,"2,4",002,20220101_35021_D04_S002
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Brígida,"2,8",001,20220101_35021_D04_S001
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,5,012,20220101_38038_D04_S012
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"5,5",014,20220101_38038_D04_S014
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"5,8",002,20220101_38038_D04_S002
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"5,8",003,20220101_38038_D04_S003
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"5,8",007,20220101_38038_D04_S007
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,6,004,20220101_38038_D04_S004
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"6,4",005,20220101_38038_D04_S005
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"6,4",011,20220101_38038_D04_S011
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"6,5",006,20220101_38038_D04_S006
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"6,5",009,20220101_38038_D04_S009
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"6,6",001,20220101_38038_D04_S001
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Santa Cruz de Tenerife,"9,5",015,20220101_38038_D04_S015
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Telde,"5,6",002,20220101_35026_D04_S002
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Telde,"6,3",003,20220101_35026_D04_S003
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Telde,"6,3",004,20220101_35026_D04_S004
2021,04,PRESTACIONES_DESEMPLEO,Prestaciones por desempleo, Telde,"6,4",001,20220101_35026_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Arucas,"59,1",001,20220101_35006_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Arucas,"67,4",002,20220101_35006_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Arucas,71,003,20220101_35006_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Arucas,"71,3",004,20220101_35006_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, El Paso,"52,3",001,20220101_38027_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Firgas,"59,1",001,20220101_35008_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Firgas,"68,3",002,20220101_35008_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Icod de los Vinos,"53,4",001,20220101_38022_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Icod de los Vinos,"55,2",004,20220101_38022_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Icod de los Vinos,56,003,20220101_38022_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Icod de los Vinos,"56,2",002,20220101_38022_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, La Orotava,"52,2",004,20220101_38026_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, La Orotava,"52,3",003,20220101_38026_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, La Orotava,"52,8",001,20220101_38026_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, La Orotava,"57,4",005,20220101_38026_D04_S005
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, La Orotava,"64,6",002,20220101_38026_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"45,9",007,20220101_35016_D04_S007
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,46,039,20220101_35016_D04_S039
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"47,6",014,20220101_35016_D04_S014
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"47,6",038,20220101_35016_D04_S038
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"47,9",067,20220101_35016_D04_S067
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,48,025,20220101_35016_D04_S025
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"48,5",028,20220101_35016_D04_S028
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"48,5",033,20220101_35016_D04_S033
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"48,8",043,20220101_35016_D04_S043
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"49,6",001,20220101_35016_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"49,9",048,20220101_35016_D04_S048
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"50,4",005,20220101_35016_D04_S005
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"50,5",011,20220101_35016_D04_S011
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"50,7",024,20220101_35016_D04_S024
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"51,2",049,20220101_35016_D04_S049
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"51,5",055,20220101_35016_D04_S055
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"51,6",040,20220101_35016_D04_S040
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,52,052,20220101_35016_D04_S052
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,52,053,20220101_35016_D04_S053
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"52,2",022,20220101_35016_D04_S022
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"52,5",069,20220101_35016_D04_S069
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"52,8",009,20220101_35016_D04_S009
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,53,034,20220101_35016_D04_S034
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,3",017,20220101_35016_D04_S017
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,3",023,20220101_35016_D04_S023
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,3",029,20220101_35016_D04_S029
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,4",027,20220101_35016_D04_S027
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,4",036,20220101_35016_D04_S036
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,5",042,20220101_35016_D04_S042
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,6",059,20220101_35016_D04_S059
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,7",006,20220101_35016_D04_S006
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,7",013,20220101_35016_D04_S013
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,9",002,20220101_35016_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"53,9",041,20220101_35016_D04_S041
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"54,5",008,20220101_35016_D04_S008
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"54,7",004,20220101_35016_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"55,2",003,20220101_35016_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"55,4",066,20220101_35016_D04_S066
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"55,7",051,20220101_35016_D04_S051
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"55,9",057,20220101_35016_D04_S057
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"56,1",012,20220101_35016_D04_S012
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"56,2",021,20220101_35016_D04_S021
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"56,3",015,20220101_35016_D04_S015
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"56,5",031,20220101_35016_D04_S031
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"56,7",045,20220101_35016_D04_S045
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"56,7",064,20220101_35016_D04_S064
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,57,047,20220101_35016_D04_S047
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"57,2",016,20220101_35016_D04_S016
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"57,4",020,20220101_35016_D04_S020
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"57,5",035,20220101_35016_D04_S035
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"57,7",026,20220101_35016_D04_S026
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"57,8",019,20220101_35016_D04_S019
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"58,2",050,20220101_35016_D04_S050
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"58,5",061,20220101_35016_D04_S061
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"58,7",037,20220101_35016_D04_S037
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,59,046,20220101_35016_D04_S046
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"59,4",065,20220101_35016_D04_S065
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"59,7",030,20220101_35016_D04_S030
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"59,8",032,20220101_35016_D04_S032
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"60,1",083,20220101_35016_D04_S083
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"60,3",071,20220101_35016_D04_S071
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"63,6",068,20220101_35016_D04_S068
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"64,6",079,20220101_35016_D04_S079
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"64,9",060,20220101_35016_D04_S060
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"65,1",070,20220101_35016_D04_S070
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"65,2",080,20220101_35016_D04_S080
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"66,9",082,20220101_35016_D04_S082
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,68,056,20220101_35016_D04_S056
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"68,9",081,20220101_35016_D04_S081
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"69,6",073,20220101_35016_D04_S073
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"71,6",084,20220101_35016_D04_S084
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,72,076,20220101_35016_D04_S076
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"72,8",063,20220101_35016_D04_S063
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"73,4",058,20220101_35016_D04_S058
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"73,6",078,20220101_35016_D04_S078
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"73,7",074,20220101_35016_D04_S074
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,75,075,20220101_35016_D04_S075
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"76,6",062,20220101_35016_D04_S062
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Las Palmas de Gran Canaria,"76,6",077,20220101_35016_D04_S077
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Los Realejos,"51,3",003,20220101_38031_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Los Realejos,"51,6",004,20220101_38031_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Los Realejos,"54,7",001,20220101_38031_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Los Realejos,"60,5",002,20220101_38031_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Mogán,"43,2",002,20220101_35012_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Mogán,"51,2",001,20220101_35012_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Mogán,"61,7",003,20220101_35012_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Pájara,"48,7",006,20220101_35015_D04_S006
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Pájara,55,003,20220101_35015_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Pájara,"60,6",002,20220101_35015_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Pájara,"61,6",004,20220101_35015_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Pájara,"62,8",005,20220101_35015_D04_S005
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Pájara,"62,9",001,20220101_35015_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Puerto de La Cruz,"48,1",001,20220101_38028_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Puerto de La Cruz,"48,6",005,20220101_38028_D04_S005
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Puerto de La Cruz,"51,6",004,20220101_38028_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Puerto de La Cruz,"52,2",002,20220101_38028_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Puerto de La Cruz,"52,2",003,20220101_38028_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Bartolomé de Tirajana,"46,7",003,20220101_35019_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Bartolomé de Tirajana,"47,2",004,20220101_35019_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Bartolomé de Tirajana,"47,7",005,20220101_35019_D04_S005
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Bartolomé de Tirajana,"52,6",001,20220101_35019_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Bartolomé de Tirajana,"56,6",002,20220101_35019_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Bartolomé de Tirajana,"60,2",006,20220101_35019_D04_S006
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Cristóbal de La Laguna,"56,7",004,20220101_38023_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Cristóbal de La Laguna,"58,1",005,20220101_38023_D04_S005
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Cristóbal de La Laguna,"58,7",006,20220101_38023_D04_S006
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Cristóbal de La Laguna,"61,3",007,20220101_38023_D04_S007
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Cristóbal de La Laguna,"61,5",001,20220101_38023_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Cristóbal de La Laguna,"65,6",003,20220101_38023_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, San Cristóbal de La Laguna,"65,7",002,20220101_38023_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Brígida,"59,2",001,20220101_35021_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Brígida,"62,1",002,20220101_35021_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"48,7",012,20220101_38038_D04_S012
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"49,2",009,20220101_38038_D04_S009
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"50,2",015,20220101_38038_D04_S015
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"50,7",006,20220101_38038_D04_S006
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"50,7",007,20220101_38038_D04_S007
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"51,2",011,20220101_38038_D04_S011
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"51,6",001,20220101_38038_D04_S001
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,52,005,20220101_38038_D04_S005
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"53,3",002,20220101_38038_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"53,7",014,20220101_38038_D04_S014
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"54,3",004,20220101_38038_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Santa Cruz de Tenerife,"60,1",003,20220101_38038_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Telde,"57,1",004,20220101_35026_D04_S004
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Telde,"58,9",002,20220101_35026_D04_S002
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Telde,"60,8",003,20220101_35026_D04_S003
2021,04,SUELDOS_SALARIOS,Sueldos y salarios, Telde,"60,9",001,20220101_35026_D04_S001
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Arucas,"4,2",006,20220101_35006_D05_S006
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Arucas,"4,8",001,20220101_35006_D05_S001
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Arucas,"5,2",002,20220101_35006_D05_S002
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Arucas,"5,9",005,20220101_35006_D05_S005
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Arucas,"6,4",003,20220101_35006_D05_S003
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Arucas,"6,8",004,20220101_35006_D05_S004
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Icod de los Vinos,"5,5",002,20220101_38022_D05_S002
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Icod de los Vinos,"6,8",001,20220101_38022_D05_S001
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, La Orotava,"4,3",003,20220101_38026_D05_S003
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, La Orotava,5,001,20220101_38026_D05_S001
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, La Orotava,"5,1",002,20220101_38026_D05_S002
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, La Orotava,"5,1",005,20220101_38026_D05_S005
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, La Orotava,"7,8",004,20220101_38026_D05_S004
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"12,5",005,20220101_35016_D05_S005
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"3,1",009,20220101_35016_D05_S009
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"3,2",024,20220101_35016_D05_S024
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"3,3",030,20220101_35016_D05_S030
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"3,8",016,20220101_35016_D05_S016
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,4,034,20220101_35016_D05_S034
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"4,1",018,20220101_35016_D05_S018
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"4,2",029,20220101_35016_D05_S029
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"4,3",020,20220101_35016_D05_S020
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"4,4",019,20220101_35016_D05_S019
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"4,7",008,20220101_35016_D05_S008
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,5,007,20220101_35016_D05_S007
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,5,022,20220101_35016_D05_S022
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,5,023,20220101_35016_D05_S023
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"5,4",003,20220101_35016_D05_S003
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"5,4",011,20220101_35016_D05_S011
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"5,4",017,20220101_35016_D05_S017
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"5,5",026,20220101_35016_D05_S026
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,6,031,20220101_35016_D05_S031
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,6,032,20220101_35016_D05_S032
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"6,2",006,20220101_35016_D05_S006
2021,05,OTRAS_PRESTACIONES,Otras prestaciones, Las Palmas de Gran Canaria,"6,5",021,20220101_35016_D05_S021
