ocupacion,code_municipio,code_distrito,code_seccion,año,municipio,seccion,sexo,num_casos,geocode
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,005,2021,Santa Cruz de Tenerife,10005,Mujeres,27,20210101_38038_D10_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,005,2022,Santa Cruz de Tenerife,10005,Hombres,26,20220101_38038_D10_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,005,2022,Santa Cruz de Tenerife,10005,Mujeres,27,20220101_38038_D10_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,005,2023,Santa Cruz de Tenerife,10005,Hombres,29,20230101_38038_D10_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,005,2023,Santa Cruz de Tenerife,10005,Mujeres,22,20230101_38038_D10_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,006,2021,Santa Cruz de Tenerife,10006,Hombres,92,20210101_38038_D10_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,006,2021,Santa Cruz de Tenerife,10006,Mujeres,115,20210101_38038_D10_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,006,2022,Santa Cruz de Tenerife,10006,Hombres,96,20220101_38038_D10_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,006,2022,Santa Cruz de Tenerife,10006,Mujeres,112,20220101_38038_D10_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,006,2023,Santa Cruz de Tenerife,10006,Hombres,100,20230101_38038_D10_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,006,2023,Santa Cruz de Tenerife,10006,Mujeres,124,20230101_38038_D10_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,007,2021,Santa Cruz de Tenerife,10007,Hombres,57,20210101_38038_D10_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,007,2021,Santa Cruz de Tenerife,10007,Mujeres,58,20210101_38038_D10_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,007,2022,Santa Cruz de Tenerife,10007,Hombres,62,20220101_38038_D10_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,007,2022,Santa Cruz de Tenerife,10007,Mujeres,64,20220101_38038_D10_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,007,2023,Santa Cruz de Tenerife,10007,Hombres,62,20230101_38038_D10_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,007,2023,Santa Cruz de Tenerife,10007,Mujeres,71,20230101_38038_D10_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,008,2021,Santa Cruz de Tenerife,10008,Hombres,45,20210101_38038_D10_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,008,2021,Santa Cruz de Tenerife,10008,Mujeres,47,20210101_38038_D10_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,008,2022,Santa Cruz de Tenerife,10008,Hombres,43,20220101_38038_D10_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,008,2022,Santa Cruz de Tenerife,10008,Mujeres,46,20220101_38038_D10_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,008,2023,Santa Cruz de Tenerife,10008,Hombres,50,20230101_38038_D10_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,008,2023,Santa Cruz de Tenerife,10008,Mujeres,55,20230101_38038_D10_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,009,2021,Santa Cruz de Tenerife,10009,Hombres,48,20210101_38038_D10_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,009,2021,Santa Cruz de Tenerife,10009,Mujeres,39,20210101_38038_D10_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,009,2022,Santa Cruz de Tenerife,10009,Hombres,42,20220101_38038_D10_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,009,2022,Santa Cruz de Tenerife,10009,Mujeres,38,20220101_38038_D10_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,009,2023,Santa Cruz de Tenerife,10009,Hombres,44,20230101_38038_D10_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,009,2023,Santa Cruz de Tenerife,10009,Mujeres,43,20230101_38038_D10_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,010,2021,Santa Cruz de Tenerife,10010,Hombres,19,20210101_38038_D10_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,010,2021,Santa Cruz de Tenerife,10010,Mujeres,16,20210101_38038_D10_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,010,2022,Santa Cruz de Tenerife,10010,Hombres,28,20220101_38038_D10_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,010,2022,Santa Cruz de Tenerife,10010,Mujeres,26,20220101_38038_D10_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,010,2023,Santa Cruz de Tenerife,10010,Hombres,27,20230101_38038_D10_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,010,2023,Santa Cruz de Tenerife,10010,Mujeres,25,20230101_38038_D10_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,011,2021,Santa Cruz de Tenerife,10011,Hombres,29,20210101_38038_D10_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,011,2021,Santa Cruz de Tenerife,10011,Mujeres,55,20210101_38038_D10_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,011,2022,Santa Cruz de Tenerife,10011,Hombres,33,20220101_38038_D10_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,011,2022,Santa Cruz de Tenerife,10011,Mujeres,53,20220101_38038_D10_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,011,2023,Santa Cruz de Tenerife,10011,Hombres,39,20230101_38038_D10_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,011,2023,Santa Cruz de Tenerife,10011,Mujeres,58,20230101_38038_D10_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,012,2021,Santa Cruz de Tenerife,10012,Hombres,34,20210101_38038_D10_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,012,2021,Santa Cruz de Tenerife,10012,Mujeres,29,20210101_38038_D10_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,012,2022,Santa Cruz de Tenerife,10012,Hombres,37,20220101_38038_D10_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,012,2022,Santa Cruz de Tenerife,10012,Mujeres,29,20220101_38038_D10_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,012,2023,Santa Cruz de Tenerife,10012,Hombres,29,20230101_38038_D10_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,012,2023,Santa Cruz de Tenerife,10012,Mujeres,31,20230101_38038_D10_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,013,2021,Santa Cruz de Tenerife,10013,Hombres,33,20210101_38038_D10_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,013,2021,Santa Cruz de Tenerife,10013,Mujeres,30,20210101_38038_D10_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,013,2022,Santa Cruz de Tenerife,10013,Hombres,33,20220101_38038_D10_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,013,2022,Santa Cruz de Tenerife,10013,Mujeres,33,20220101_38038_D10_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,013,2023,Santa Cruz de Tenerife,10013,Hombres,35,20230101_38038_D10_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,013,2023,Santa Cruz de Tenerife,10013,Mujeres,40,20230101_38038_D10_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,014,2021,Santa Cruz de Tenerife,10014,Hombres,45,20210101_38038_D10_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,014,2021,Santa Cruz de Tenerife,10014,Mujeres,36,20210101_38038_D10_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,014,2022,Santa Cruz de Tenerife,10014,Hombres,51,20220101_38038_D10_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,014,2022,Santa Cruz de Tenerife,10014,Mujeres,39,20220101_38038_D10_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,014,2023,Santa Cruz de Tenerife,10014,Hombres,49,20230101_38038_D10_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,014,2023,Santa Cruz de Tenerife,10014,Mujeres,47,20230101_38038_D10_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,015,2021,Santa Cruz de Tenerife,10015,Hombres,78,20210101_38038_D10_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,015,2021,Santa Cruz de Tenerife,10015,Mujeres,94,20210101_38038_D10_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,015,2022,Santa Cruz de Tenerife,10015,Hombres,83,20220101_38038_D10_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,015,2022,Santa Cruz de Tenerife,10015,Mujeres,93,20220101_38038_D10_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,015,2023,Santa Cruz de Tenerife,10015,Hombres,84,20230101_38038_D10_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,015,2023,Santa Cruz de Tenerife,10015,Mujeres,99,20230101_38038_D10_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,016,2021,Santa Cruz de Tenerife,10016,Hombres,66,20210101_38038_D10_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,016,2021,Santa Cruz de Tenerife,10016,Mujeres,67,20210101_38038_D10_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,016,2022,Santa Cruz de Tenerife,10016,Hombres,68,20220101_38038_D10_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,016,2022,Santa Cruz de Tenerife,10016,Mujeres,69,20220101_38038_D10_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,016,2023,Santa Cruz de Tenerife,10016,Hombres,70,20230101_38038_D10_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,10,016,2023,Santa Cruz de Tenerife,10016,Mujeres,67,20230101_38038_D10_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,001,2021,Santa Cruz de Tenerife,11001,Hombres,53,20210101_38038_D11_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,001,2021,Santa Cruz de Tenerife,11001,Mujeres,54,20210101_38038_D11_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,001,2022,Santa Cruz de Tenerife,11001,Hombres,53,20220101_38038_D11_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,001,2022,Santa Cruz de Tenerife,11001,Mujeres,60,20220101_38038_D11_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,001,2023,Santa Cruz de Tenerife,11001,Hombres,51,20230101_38038_D11_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,001,2023,Santa Cruz de Tenerife,11001,Mujeres,59,20230101_38038_D11_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,002,2021,Santa Cruz de Tenerife,11002,Hombres,99,20210101_38038_D11_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,002,2021,Santa Cruz de Tenerife,11002,Mujeres,91,20210101_38038_D11_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,002,2022,Santa Cruz de Tenerife,11002,Hombres,98,20220101_38038_D11_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,002,2022,Santa Cruz de Tenerife,11002,Mujeres,101,20220101_38038_D11_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,002,2023,Santa Cruz de Tenerife,11002,Hombres,105,20230101_38038_D11_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,002,2023,Santa Cruz de Tenerife,11002,Mujeres,102,20230101_38038_D11_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,003,2021,Santa Cruz de Tenerife,11003,Hombres,165,20210101_38038_D11_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,003,2021,Santa Cruz de Tenerife,11003,Mujeres,181,20210101_38038_D11_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,003,2022,Santa Cruz de Tenerife,11003,Hombres,178,20220101_38038_D11_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,003,2022,Santa Cruz de Tenerife,11003,Mujeres,188,20220101_38038_D11_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,003,2023,Santa Cruz de Tenerife,11003,Hombres,168,20230101_38038_D11_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,003,2023,Santa Cruz de Tenerife,11003,Mujeres,200,20230101_38038_D11_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,004,2021,Santa Cruz de Tenerife,11004,Hombres,70,20210101_38038_D11_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,004,2021,Santa Cruz de Tenerife,11004,Mujeres,81,20210101_38038_D11_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,004,2022,Santa Cruz de Tenerife,11004,Hombres,83,20220101_38038_D11_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,004,2022,Santa Cruz de Tenerife,11004,Mujeres,83,20220101_38038_D11_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,004,2023,Santa Cruz de Tenerife,11004,Hombres,85,20230101_38038_D11_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,004,2023,Santa Cruz de Tenerife,11004,Mujeres,89,20230101_38038_D11_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,005,2021,Santa Cruz de Tenerife,11005,Hombres,38,20210101_38038_D11_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,005,2021,Santa Cruz de Tenerife,11005,Mujeres,62,20210101_38038_D11_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,005,2022,Santa Cruz de Tenerife,11005,Hombres,40,20220101_38038_D11_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,005,2022,Santa Cruz de Tenerife,11005,Mujeres,73,20220101_38038_D11_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,005,2023,Santa Cruz de Tenerife,11005,Hombres,48,20230101_38038_D11_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,005,2023,Santa Cruz de Tenerife,11005,Mujeres,74,20230101_38038_D11_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,006,2021,Santa Cruz de Tenerife,11006,Hombres,56,20210101_38038_D11_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,006,2021,Santa Cruz de Tenerife,11006,Mujeres,51,20210101_38038_D11_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,006,2022,Santa Cruz de Tenerife,11006,Hombres,67,20220101_38038_D11_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,006,2022,Santa Cruz de Tenerife,11006,Mujeres,68,20220101_38038_D11_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,006,2023,Santa Cruz de Tenerife,11006,Hombres,77,20230101_38038_D11_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,006,2023,Santa Cruz de Tenerife,11006,Mujeres,82,20230101_38038_D11_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,007,2021,Santa Cruz de Tenerife,11007,Hombres,48,20210101_38038_D11_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,007,2021,Santa Cruz de Tenerife,11007,Mujeres,50,20210101_38038_D11_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,007,2022,Santa Cruz de Tenerife,11007,Hombres,50,20220101_38038_D11_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,007,2022,Santa Cruz de Tenerife,11007,Mujeres,61,20220101_38038_D11_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,007,2023,Santa Cruz de Tenerife,11007,Hombres,59,20230101_38038_D11_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,007,2023,Santa Cruz de Tenerife,11007,Mujeres,60,20230101_38038_D11_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,008,2021,Santa Cruz de Tenerife,11008,Hombres,81,20210101_38038_D11_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,008,2021,Santa Cruz de Tenerife,11008,Mujeres,73,20210101_38038_D11_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,008,2022,Santa Cruz de Tenerife,11008,Hombres,89,20220101_38038_D11_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,008,2022,Santa Cruz de Tenerife,11008,Mujeres,90,20220101_38038_D11_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,008,2023,Santa Cruz de Tenerife,11008,Hombres,89,20230101_38038_D11_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,008,2023,Santa Cruz de Tenerife,11008,Mujeres,94,20230101_38038_D11_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,009,2021,Santa Cruz de Tenerife,11009,Hombres,33,20210101_38038_D11_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,009,2021,Santa Cruz de Tenerife,11009,Mujeres,41,20210101_38038_D11_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,009,2022,Santa Cruz de Tenerife,11009,Hombres,38,20220101_38038_D11_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,009,2022,Santa Cruz de Tenerife,11009,Mujeres,47,20220101_38038_D11_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,009,2023,Santa Cruz de Tenerife,11009,Hombres,33,20230101_38038_D11_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,009,2023,Santa Cruz de Tenerife,11009,Mujeres,51,20230101_38038_D11_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,010,2021,Santa Cruz de Tenerife,11010,Hombres,78,20210101_38038_D11_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,010,2021,Santa Cruz de Tenerife,11010,Mujeres,67,20210101_38038_D11_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,010,2022,Santa Cruz de Tenerife,11010,Hombres,83,20220101_38038_D11_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,010,2022,Santa Cruz de Tenerife,11010,Mujeres,75,20220101_38038_D11_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,010,2023,Santa Cruz de Tenerife,11010,Hombres,89,20230101_38038_D11_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,010,2023,Santa Cruz de Tenerife,11010,Mujeres,81,20230101_38038_D11_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,011,2021,Santa Cruz de Tenerife,11011,Hombres,16,20210101_38038_D11_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,011,2021,Santa Cruz de Tenerife,11011,Mujeres,6,20210101_38038_D11_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,011,2022,Santa Cruz de Tenerife,11011,Hombres,20,20220101_38038_D11_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,011,2022,Santa Cruz de Tenerife,11011,Mujeres,13,20220101_38038_D11_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,011,2023,Santa Cruz de Tenerife,11011,Hombres,17,20230101_38038_D11_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,011,2023,Santa Cruz de Tenerife,11011,Mujeres,13,20230101_38038_D11_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,012,2021,Santa Cruz de Tenerife,11012,Hombres,23,20210101_38038_D11_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,012,2021,Santa Cruz de Tenerife,11012,Mujeres,38,20210101_38038_D11_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,012,2022,Santa Cruz de Tenerife,11012,Hombres,31,20220101_38038_D11_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,012,2022,Santa Cruz de Tenerife,11012,Mujeres,45,20220101_38038_D11_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,012,2023,Santa Cruz de Tenerife,11012,Hombres,31,20230101_38038_D11_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,012,2023,Santa Cruz de Tenerife,11012,Mujeres,43,20230101_38038_D11_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,013,2021,Santa Cruz de Tenerife,11013,Hombres,83,20210101_38038_D11_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,013,2021,Santa Cruz de Tenerife,11013,Mujeres,93,20210101_38038_D11_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,013,2022,Santa Cruz de Tenerife,11013,Hombres,91,20220101_38038_D11_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,013,2022,Santa Cruz de Tenerife,11013,Mujeres,110,20220101_38038_D11_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,013,2023,Santa Cruz de Tenerife,11013,Hombres,95,20230101_38038_D11_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,013,2023,Santa Cruz de Tenerife,11013,Mujeres,122,20230101_38038_D11_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,014,2021,Santa Cruz de Tenerife,11014,Hombres,144,20210101_38038_D11_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,014,2021,Santa Cruz de Tenerife,11014,Mujeres,126,20210101_38038_D11_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,014,2022,Santa Cruz de Tenerife,11014,Hombres,145,20220101_38038_D11_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,014,2022,Santa Cruz de Tenerife,11014,Mujeres,130,20220101_38038_D11_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,014,2023,Santa Cruz de Tenerife,11014,Hombres,156,20230101_38038_D11_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,014,2023,Santa Cruz de Tenerife,11014,Mujeres,143,20230101_38038_D11_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,015,2021,Santa Cruz de Tenerife,11015,Hombres,56,20210101_38038_D11_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,015,2021,Santa Cruz de Tenerife,11015,Mujeres,64,20210101_38038_D11_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,015,2022,Santa Cruz de Tenerife,11015,Hombres,57,20220101_38038_D11_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,015,2022,Santa Cruz de Tenerife,11015,Mujeres,67,20220101_38038_D11_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,015,2023,Santa Cruz de Tenerife,11015,Hombres,57,20230101_38038_D11_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,015,2023,Santa Cruz de Tenerife,11015,Mujeres,74,20230101_38038_D11_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,016,2021,Santa Cruz de Tenerife,11016,Hombres,45,20210101_38038_D11_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,016,2021,Santa Cruz de Tenerife,11016,Mujeres,19,20210101_38038_D11_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,016,2022,Santa Cruz de Tenerife,11016,Hombres,42,20220101_38038_D11_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,016,2022,Santa Cruz de Tenerife,11016,Mujeres,22,20220101_38038_D11_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,016,2023,Santa Cruz de Tenerife,11016,Hombres,41,20230101_38038_D11_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,016,2023,Santa Cruz de Tenerife,11016,Mujeres,22,20230101_38038_D11_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,017,2021,Santa Cruz de Tenerife,11017,Hombres,22,20210101_38038_D11_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,017,2021,Santa Cruz de Tenerife,11017,Mujeres,26,20210101_38038_D11_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,017,2022,Santa Cruz de Tenerife,11017,Hombres,27,20220101_38038_D11_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,017,2022,Santa Cruz de Tenerife,11017,Mujeres,38,20220101_38038_D11_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,017,2023,Santa Cruz de Tenerife,11017,Hombres,29,20230101_38038_D11_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,017,2023,Santa Cruz de Tenerife,11017,Mujeres,37,20230101_38038_D11_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,018,2021,Santa Cruz de Tenerife,11018,Hombres,99,20210101_38038_D11_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,018,2021,Santa Cruz de Tenerife,11018,Mujeres,124,20210101_38038_D11_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,018,2022,Santa Cruz de Tenerife,11018,Hombres,109,20220101_38038_D11_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,018,2022,Santa Cruz de Tenerife,11018,Mujeres,140,20220101_38038_D11_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,018,2023,Santa Cruz de Tenerife,11018,Hombres,109,20230101_38038_D11_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,018,2023,Santa Cruz de Tenerife,11018,Mujeres,141,20230101_38038_D11_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,019,2021,Santa Cruz de Tenerife,11019,Hombres,43,20210101_38038_D11_S019
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,019,2021,Santa Cruz de Tenerife,11019,Mujeres,54,20210101_38038_D11_S019
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,019,2022,Santa Cruz de Tenerife,11019,Hombres,58,20220101_38038_D11_S019
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,019,2022,Santa Cruz de Tenerife,11019,Mujeres,50,20220101_38038_D11_S019
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38038,11,019,2023,Santa Cruz de Tenerife,11019,Hombres,59,20230101_38038_D11_S019
