año,MEDIDAS_CODE,MEDIDAS#es,TERRITORIO_CODE,distrito,seccion,municipio,OBS_VALUE
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38024_D02_S001,02,001, Los Llanos de Aridane,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38024_D02_S002,02,002, Los Llanos de Aridane,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38024_D03_S001,03,001, Los Llanos de Aridane,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38024_D03_S002,03,002, Los Llanos de Aridane,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38024_D03_S003,03,003, Los Llanos de Aridane,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38025_D01_S001,01,001, La Matanza de Acentejo,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38025_D01_S002,01,002, La Matanza de Acentejo,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38025_D01_S003,01,003, La Matanza de Acentejo,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38025_D01_S004,01,004, La Matanza de Acentejo,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38025_D01_S005,01,005, La Matanza de Acentejo,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D01_S001,01,001, La Orotava,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D01_S002,01,002, La Orotava,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D01_S004,01,004, La Orotava,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D02_S001,02,001, La Orotava,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D02_S002,02,002, La Orotava,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D02_S003,02,003, La Orotava,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D02_S004,02,004, La Orotava,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D03_S001,03,001, La Orotava,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D03_S002,03,002, La Orotava,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D03_S003,03,003, La Orotava,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D03_S004,03,004, La Orotava,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D03_S005,03,005, La Orotava,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D03_S006,03,006, La Orotava,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D03_S007,03,007, La Orotava,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D04_S001,04,001, La Orotava,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D04_S002,04,002, La Orotava,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D04_S003,04,003, La Orotava,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D04_S004,04,004, La Orotava,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D04_S005,04,005, La Orotava,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D05_S001,05,001, La Orotava,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D05_S002,05,002, La Orotava,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D05_S003,05,003, La Orotava,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D05_S004,05,004, La Orotava,10850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D05_S005,05,005, La Orotava,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D06_S001,06,001, La Orotava,11550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D06_S002,06,002, La Orotava,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D06_S003,06,003, La Orotava,11550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38026_D06_S004,06,004, La Orotava,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38027_D01_S001,01,001, El Paso,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38027_D02_S001,02,001, El Paso,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38027_D03_S001,03,001, El Paso,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38027_D03_S002,03,002, El Paso,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38027_D04_S001,04,001, El Paso,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D01_S001,01,001, Puerto de La Cruz,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D01_S002,01,002, Puerto de La Cruz,11550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D01_S003,01,003, Puerto de La Cruz,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D01_S004,01,004, Puerto de La Cruz,19250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D02_S001,02,001, Puerto de La Cruz,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D02_S002,02,002, Puerto de La Cruz,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D02_S003,02,003, Puerto de La Cruz,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D02_S004,02,004, Puerto de La Cruz,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D02_S005,02,005, Puerto de La Cruz,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D03_S001,03,001, Puerto de La Cruz,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D03_S002,03,002, Puerto de La Cruz,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D03_S003,03,003, Puerto de La Cruz,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D03_S004,03,004, Puerto de La Cruz,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D03_S005,03,005, Puerto de La Cruz,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D03_S006,03,006, Puerto de La Cruz,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D04_S001,04,001, Puerto de La Cruz,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D04_S002,04,002, Puerto de La Cruz,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D04_S003,04,003, Puerto de La Cruz,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D04_S004,04,004, Puerto de La Cruz,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38028_D04_S005,04,005, Puerto de La Cruz,11550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38029_D01_S001,01,001, Puntagorda,10500
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38029_D01_S002,01,002, Puntagorda,11550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38030_D01_S001,01,001, Puntallana,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38030_D01_S002,01,002, Puntallana,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D01_S001,01,001, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D01_S002,01,002, Los Realejos,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D01_S003,01,003, Los Realejos,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D01_S004,01,004, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D01_S005,01,005, Los Realejos,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D01_S006,01,006, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D01_S007,01,007, Los Realejos,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D01_S008,01,008, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D02_S001,02,001, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D02_S002,02,002, Los Realejos,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D02_S003,02,003, Los Realejos,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D03_S001,03,001, Los Realejos,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D03_S002,03,002, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D03_S003,03,003, Los Realejos,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D03_S004,03,004, Los Realejos,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D03_S005,03,005, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D04_S001,04,001, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D04_S002,04,002, Los Realejos,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D04_S003,04,003, Los Realejos,17500
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D04_S004,04,004, Los Realejos,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D05_S001,05,001, Los Realejos,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D05_S002,05,002, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D05_S003,05,003, Los Realejos,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D06_S001,06,001, Los Realejos,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38031_D06_S002,06,002, Los Realejos,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S001,01,001, El Rosario,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S002,01,002, El Rosario,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S003,01,003, El Rosario,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S004,01,004, El Rosario,22050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S005,01,005, El Rosario,14700
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S006,01,006, El Rosario,24150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S007,01,007, El Rosario,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S008,01,008, El Rosario,24150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S009,01,009, El Rosario,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S010,01,010, El Rosario,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S011,01,011, El Rosario,23450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S012,01,012, El Rosario,27650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38032_D01_S013,01,013, El Rosario,21350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38033_D01_S001,01,001, San Andrés y Sauces,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38033_D01_S002,01,002, San Andrés y Sauces,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38033_D01_S003,01,003, San Andrés y Sauces,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38033_D02_S001,02,001, San Andrés y Sauces,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38034_D01_S001,01,001, San Juan de la Rambla,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38034_D01_S002,01,002, San Juan de la Rambla,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38034_D01_S003,01,003, San Juan de la Rambla,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38034_D01_S004,01,004, San Juan de la Rambla,12950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S001,01,001, San Miguel de Abona,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S002,01,002, San Miguel de Abona,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S003,01,003, San Miguel de Abona,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S004,01,004, San Miguel de Abona,10850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S005,01,005, San Miguel de Abona,13650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S006,01,006, San Miguel de Abona,12250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S007,01,007, San Miguel de Abona,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S008,01,008, San Miguel de Abona,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38035_D01_S009,01,009, San Miguel de Abona,11550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38036_D01_S001,01,001, San Sebastián de La Gomera,18550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38036_D01_S002,01,002, San Sebastián de La Gomera,17150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38036_D01_S003,01,003, San Sebastián de La Gomera,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38036_D01_S005,01,005, San Sebastián de La Gomera,17150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38036_D01_S006,01,006, San Sebastián de La Gomera,18550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38036_D01_S007,01,007, San Sebastián de La Gomera,15750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D01_S001,01,001, Santa Cruz de La Palma,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D01_S002,01,002, Santa Cruz de La Palma,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D01_S003,01,003, Santa Cruz de La Palma,17150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D02_S001,02,001, Santa Cruz de La Palma,18550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D02_S002,02,002, Santa Cruz de La Palma,17150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D02_S003,02,003, Santa Cruz de La Palma,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D02_S005,02,005, Santa Cruz de La Palma,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D03_S001,03,001, Santa Cruz de La Palma,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D03_S002,03,002, Santa Cruz de La Palma,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D03_S003,03,003, Santa Cruz de La Palma,14350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D03_S004,03,004, Santa Cruz de La Palma,16450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38037_D03_S005,03,005, Santa Cruz de La Palma,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S001,01,001, Santa Cruz de Tenerife,27650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S002,01,002, Santa Cruz de Tenerife,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S003,01,003, Santa Cruz de Tenerife,19250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S004,01,004, Santa Cruz de Tenerife,22750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S006,01,006, Santa Cruz de Tenerife,19250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S007,01,007, Santa Cruz de Tenerife,21350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S008,01,008, Santa Cruz de Tenerife,31850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S009,01,009, Santa Cruz de Tenerife,27650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S010,01,010, Santa Cruz de Tenerife,26950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S011,01,011, Santa Cruz de Tenerife,24850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D01_S012,01,012, Santa Cruz de Tenerife,32550
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S001,02,001, Santa Cruz de Tenerife,21350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S002,02,002, Santa Cruz de Tenerife,20650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S003,02,003, Santa Cruz de Tenerife,22750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S004,02,004, Santa Cruz de Tenerife,24850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S005,02,005, Santa Cruz de Tenerife,22750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S006,02,006, Santa Cruz de Tenerife,22050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S007,02,007, Santa Cruz de Tenerife,22050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S008,02,008, Santa Cruz de Tenerife,23450
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D02_S009,02,009, Santa Cruz de Tenerife,24150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S001,03,001, Santa Cruz de Tenerife,29750
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S002,03,002, Santa Cruz de Tenerife,19950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S003,03,003, Santa Cruz de Tenerife,20650
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S004,03,004, Santa Cruz de Tenerife,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S005,03,005, Santa Cruz de Tenerife,17150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S006,03,006, Santa Cruz de Tenerife,26950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S007,03,007, Santa Cruz de Tenerife,15050
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S008,03,008, Santa Cruz de Tenerife,19250
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S009,03,009, Santa Cruz de Tenerife,21350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S010,03,010, Santa Cruz de Tenerife,17850
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S011,03,011, Santa Cruz de Tenerife,24150
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S013,03,013, Santa Cruz de Tenerife,19950
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S014,03,014, Santa Cruz de Tenerife,21350
2021,RENTA_NETA_UNIDAD_CONSUMO_MEDIANA,Mediana de la renta por unidad de consumo,20220101_38038_D03_S015,03,015, Santa Cruz de Tenerife,18550
